id,user_id,sequence_number,session_id,created_at,ip_address,city,state,postal_code,browser,traffic_source,uri,event_type
18,2,6,"c2e0b941-c273-4849-aefd-2752e75ce667","2025-03-22 08:08:16","14.223.216.185","Santa Coloma de Gramanet","Cataluña","8921","Chrome","Email","/cart","cart"
19,2,7,"c2e0b941-c273-4849-aefd-2752e75ce667","2025-03-24 08:09:41","14.223.216.185","Santa Coloma de Gramanet","Cataluña","8921","Chrome","Email","/purchase","purchase"
20,3,1,"3ff42bba-23a3-4a2a-a438-4168344d8c63","2024-03-20 08:32:20","219.242.146.60","Melbourne","Victoria","3198","Chrome","Email","/home","home"
21,3,2,"3ff42bba-23a3-4a2a-a438-4168344d8c63","2024-03-20 08:33:53","219.242.146.60","Melbourne","Victoria","3198","Chrome","Email","/department/women/category/plus/brand/lobers","department"
22,3,3,"3ff42bba-23a3-4a2a-a438-4168344d8c63","2024-03-20 08:34:52","219.242.146.60","Melbourne","Victoria","3198","Chrome","Email","/product/15689","product"
23,3,4,"3ff42bba-23a3-4a2a-a438-4168344d8c63","2024-03-20 08:37:35","219.242.146.60","Melbourne","Victoria","3198","Chrome","Email","/cart","cart"
24,3,5,"3ff42bba-23a3-4a2a-a438-4168344d8c63","2024-03-20 08:40:01","219.242.146.60","Melbourne","Victoria","3198","Chrome","Email","/purchase","purchase"
25,4,1,"acea6bd4-fee4-4065-be5e-1ced7b92b454","2025-01-01 10:10:21","18.81.156.229","Norton Shores","Michigan","49441","Safari","Adwords","/home","home"
26,4,2,"acea6bd4-fee4-4065-be5e-1ced7b92b454","2025-01-01 10:12:51","18.81.156.229","Norton Shores","Michigan","49441","Safari","Adwords","/department/women/category/accessories/brand/tomford","department"
27,4,3,"acea6bd4-fee4-4065-be5e-1ced7b92b454","2025-01-01 10:13:28","18.81.156.229","Norton Shores","Michigan","49441","Safari","Adwords","/product/14090","product"
28,4,4,"acea6bd4-fee4-4065-be5e-1ced7b92b454","2025-01-01 10:16:13","18.81.156.229","Norton Shores","Michigan","49441","Safari","Adwords","/cart","cart"
29,4,5,"acea6bd4-fee4-4065-be5e-1ced7b92b454","2025-01-01 10:16:32","18.81.156.229","Norton Shores","Michigan","49441","Safari","Adwords","/purchase","purchase"
30,5,1,"46dee23d-9765-475a-b679-17cf7ee5816a","2022-06-20 04:14:21","181.223.255.30","Santa Clarita","California","91354","Chrome","Email","/home","home"
31,5,2,"46dee23d-9765-475a-b679-17cf7ee5816a","2022-06-20 04:15:45","181.223.255.30","Santa Clarita","California","91354","Chrome","Email","/department/women/category/plus/brand/vanityfair","department"
32,5,3,"46dee23d-9765-475a-b679-17cf7ee5816a","2022-06-20 04:17:52","181.223.255.30","Santa Clarita","California","91354","Chrome","Email","/product/15852","product"
33,5,4,"46dee23d-9765-475a-b679-17cf7ee5816a","2022-06-20 04:20:35","181.223.255.30","Santa Clarita","California","91354","Chrome","Email","/cart","cart"
34,5,5,"46dee23d-9765-475a-b679-17cf7ee5816a","2022-06-20 04:22:29","181.223.255.30","Santa Clarita","California","91354","Chrome","Email","/purchase","purchase"
35,5,1,"180af300-21e9-4d1c-b29a-591e6c7a59b1","2025-01-14 02:11:26","201.160.194.30","Santa Clarita","California","91354","Chrome","Adwords","/home","home"
36,5,2,"180af300-21e9-4d1c-b29a-591e6c7a59b1","2025-01-14 02:13:40","201.160.194.30","Santa Clarita","California","91354","Chrome","Adwords","/department/women/category/sweaters/brand/curveappeal","department"
37,5,3,"180af300-21e9-4d1c-b29a-591e6c7a59b1","2025-01-14 02:13:45","201.160.194.30","Santa Clarita","California","91354","Chrome","Adwords","/product/856","product"
38,5,4,"180af300-21e9-4d1c-b29a-591e6c7a59b1","2025-01-14 02:14:48","201.160.194.30","Santa Clarita","California","91354","Chrome","Adwords","/cart","cart"
39,5,5,"180af300-21e9-4d1c-b29a-591e6c7a59b1","2025-01-14 02:16:39","201.160.194.30","Santa Clarita","California","91354","Chrome","Adwords","/purchase","purchase"
40,6,1,"e6deb995-dfe1-4b19-a167-e7fb055d89a4","2023-12-26 05:54:01","111.240.247.0","Cary","North Carolina","27513","Firefox","Adwords","/department/men/category/pants/brand/tru-spec","department"
41,6,2,"e6deb995-dfe1-4b19-a167-e7fb055d89a4","2023-12-26 05:55:11","111.240.247.0","Cary","North Carolina","27513","Firefox","Adwords","/product/22219","product"
42,6,3,"e6deb995-dfe1-4b19-a167-e7fb055d89a4","2023-12-26 05:57:48","111.240.247.0","Cary","North Carolina","27513","Firefox","Adwords","/cart","cart"
43,6,4,"e6deb995-dfe1-4b19-a167-e7fb055d89a4","2023-12-26 05:58:11","111.240.247.0","Cary","North Carolina","27513","Firefox","Adwords","/department/men/category/pants/brand/tru-spec","department"
44,6,5,"e6deb995-dfe1-4b19-a167-e7fb055d89a4","2023-12-26 06:01:07","111.240.247.0","Cary","North Carolina","27513","Firefox","Adwords","/product/22219","product"
45,6,6,"e6deb995-dfe1-4b19-a167-e7fb055d89a4","2023-12-26 06:01:55","111.240.247.0","Cary","North Carolina","27513","Firefox","Adwords","/cart","cart"
46,6,7,"e6deb995-dfe1-4b19-a167-e7fb055d89a4","2023-12-28 06:02:05","111.240.247.0","Cary","North Carolina","27513","Firefox","Adwords","/purchase","purchase"
47,6,1,"05ef9ed2-7bd8-45c7-8c7e-04e55f80f49a","2023-12-26 07:22:30","17.85.252.31","Cary","North Carolina","27513","IE","YouTube","/department/men/category/active/brand/adidas","department"
48,6,2,"05ef9ed2-7bd8-45c7-8c7e-04e55f80f49a","2023-12-26 07:23:09","17.85.252.31","Cary","North Carolina","27513","IE","YouTube","/product/18269","product"
49,6,3,"05ef9ed2-7bd8-45c7-8c7e-04e55f80f49a","2023-12-26 07:25:57","17.85.252.31","Cary","North Carolina","27513","IE","YouTube","/cart","cart"
50,6,4,"05ef9ed2-7bd8-45c7-8c7e-04e55f80f49a","2023-12-26 07:27:57","17.85.252.31","Cary","North Carolina","27513","IE","YouTube","/department/men/category/active/brand/adidas","department"
51,6,5,"05ef9ed2-7bd8-45c7-8c7e-04e55f80f49a","2023-12-26 07:30:13","17.85.252.31","Cary","North Carolina","27513","IE","YouTube","/product/18269","product"
52,6,6,"05ef9ed2-7bd8-45c7-8c7e-04e55f80f49a","2023-12-26 07:30:40","17.85.252.31","Cary","North Carolina","27513","IE","YouTube","/cart","cart"
53,6,7,"05ef9ed2-7bd8-45c7-8c7e-04e55f80f49a","2023-12-28 07:33:00","17.85.252.31","Cary","North Carolina","27513","IE","YouTube","/purchase","purchase"
54,7,1,"88feed90-aaa1-47b4-96e2-267a0cf95506","2025-09-21 09:24:18","211.182.5.51","Macapá","Amapá","68908","Other","Email","/home","home"
55,7,2,"88feed90-aaa1-47b4-96e2-267a0cf95506","2025-09-21 09:26:44","211.182.5.51","Macapá","Amapá","68908","Other","Email","/department/men/category/shorts/brand/alphaindustries","department"
56,7,3,"88feed90-aaa1-47b4-96e2-267a0cf95506","2025-09-21 09:28:18","211.182.5.51","Macapá","Amapá","68908","Other","Email","/product/23184","product"
57,7,4,"88feed90-aaa1-47b4-96e2-267a0cf95506","2025-09-21 09:29:51","211.182.5.51","Macapá","Amapá","68908","Other","Email","/cart","cart"
58,7,5,"88feed90-aaa1-47b4-96e2-267a0cf95506","2025-09-21 09:32:11","211.182.5.51","Macapá","Amapá","68908","Other","Email","/purchase","purchase"
59,10,1,"77a2e73a-2b56-4cb8-9cdd-4a74741654d4","2022-10-24 11:00:36","21.157.207.54","McMinnville","Oregon","97128","Chrome","Email","/home","home"
60,10,2,"77a2e73a-2b56-4cb8-9cdd-4a74741654d4","2022-10-24 11:00:57","21.157.207.54","McMinnville","Oregon","97128","Chrome","Email","/department/women/category/plus/brand/dgeyewear","department"
61,10,3,"77a2e73a-2b56-4cb8-9cdd-4a74741654d4","2022-10-24 11:03:49","21.157.207.54","McMinnville","Oregon","97128","Chrome","Email","/product/15876","product"
62,10,4,"77a2e73a-2b56-4cb8-9cdd-4a74741654d4","2022-10-24 11:04:44","21.157.207.54","McMinnville","Oregon","97128","Chrome","Email","/cart","cart"
63,10,5,"77a2e73a-2b56-4cb8-9cdd-4a74741654d4","2022-10-24 11:05:13","21.157.207.54","McMinnville","Oregon","97128","Chrome","Email","/purchase","purchase"
64,"",1,"aeb57839-af13-4fb5-8ca1-88e0db4c4d70","2024-08-01 11:44:00","46.229.130.70","Beijing","Shanghai","200436","Safari","Email","/department/men/category/outerwear&coats/brand/woolrich","department"
65,"",2,"aeb57839-af13-4fb5-8ca1-88e0db4c4d70","2024-08-01 11:54:00","46.229.130.70","Beijing","Shanghai","200436","Safari","Email","/product/24024","product"
66,"",3,"aeb57839-af13-4fb5-8ca1-88e0db4c4d70","2024-08-01 12:09:00","46.229.130.70","Beijing","Shanghai","200436","Safari","Email","/cart","cart"
67,"",1,"1f490bfa-2ca4-4568-aee0-149bf5c08a64","2024-05-29 03:09:00","159.54.171.61","Changsha","Hunan","422001","Firefox","Adwords","/product/1097","product"
68,"",2,"1f490bfa-2ca4-4568-aee0-149bf5c08a64","2024-05-29 03:10:00","159.54.171.61","Changsha","Hunan","422001","Firefox","Adwords","/cart","cart"
69,"",3,"1f490bfa-2ca4-4568-aee0-149bf5c08a64","2024-05-29 03:26:00","159.54.171.61","Changsha","Hunan","422001","Firefox","Adwords","/cancel","cancel"
70,"",1,"7e45ae90-b778-4464-a0ab-6e693882b9d4","2023-04-12 12:50:00","15.110.38.138","Jieyang","Guangdong","515132","Other","Email","/product/24398","product"
71,"",2,"7e45ae90-b778-4464-a0ab-6e693882b9d4","2023-04-12 13:05:00","15.110.38.138","Jieyang","Guangdong","515132","Other","Email","/cart","cart"
72,"",3,"7e45ae90-b778-4464-a0ab-6e693882b9d4","2023-04-12 13:21:00","15.110.38.138","Jieyang","Guangdong","515132","Other","Email","/cancel","cancel"
73,"",1,"57f1ee1c-9d3e-4da6-81c8-fc9ebd9621e3","2023-10-31 05:58:00","9.239.44.255","Trenton","Michigan","48183","IE","Email","/product/15324","product"
74,"",1,"485f79d0-6079-443b-90a1-510413754313","2020-05-03 05:37:00","108.74.11.177","Foshan","Guangdong","515647","Safari","Email","/department/men/category/suits&sportcoats/brand/tallia","department"
75,"",2,"485f79d0-6079-443b-90a1-510413754313","2020-05-03 05:42:00","108.74.11.177","Foshan","Guangdong","515647","Safari","Email","/product/20118","product"
76,"",1,"99db54d7-8cf0-4631-99ff-bde6f136abf2","2023-11-12 07:11:00","122.5.237.148","Wuhan","Guangdong","518132","Firefox","YouTube","/department/women/category/pants&capris/brand/eddiebauer","department"
77,"",2,"99db54d7-8cf0-4631-99ff-bde6f136abf2","2023-11-12 07:31:00","122.5.237.148","Wuhan","Guangdong","518132","Firefox","YouTube","/product/5443","product"
78,"",3,"99db54d7-8cf0-4631-99ff-bde6f136abf2","2023-11-12 07:58:00","122.5.237.148","Wuhan","Guangdong","518132","Firefox","YouTube","/cart","cart"
79,"",1,"95b651a6-b77c-4e0a-b8ed-9b8479e63cbf","2022-04-25 11:48:00","67.86.105.17","Wuhan","Zhejiang","312599","Chrome","Email","/product/3072","product"
80,"",1,"5dcce38e-de71-4aed-82c3-b91010b76821","2022-03-29 01:08:00","7.26.143.131","Duque de Caxias","Rio de Janeiro","25265-008","Chrome","YouTube","/product/29004","product"
81,"",1,"c1834c45-7480-4e54-ab41-ce22e1341992","2019-08-28 06:06:00","50.183.97.240","Jinan","Guangdong","524300","Firefox","Email","/department/men/category/outerwear&coats/brand/kennethcole","department"
82,"",2,"c1834c45-7480-4e54-ab41-ce22e1341992","2019-08-28 06:32:00","50.183.97.240","Jinan","Guangdong","524300","Firefox","Email","/product/24121","product"
83,"",1,"cd9a4aea-89fd-4c31-a34a-29504a542ee6","2020-02-22 11:49:00","198.173.149.16","Zhengzhou","Tianjin","300451","Firefox","Adwords","/department/men/category/sweaters/brand/allegrak","department"
84,"",2,"cd9a4aea-89fd-4c31-a34a-29504a542ee6","2020-02-22 11:58:00","198.173.149.16","Zhengzhou","Tianjin","300451","Firefox","Adwords","/product/19288","product"
85,"",3,"cd9a4aea-89fd-4c31-a34a-29504a542ee6","2020-02-22 12:22:00","198.173.149.16","Zhengzhou","Tianjin","300451","Firefox","Adwords","/cart","cart"
86,"",1,"af54cc94-881c-4246-a295-0ecd070968af","2024-05-18 06:21:00","87.16.163.133","Shenyang","Xinjiang Uygur Autonomous Region","835000","IE","Adwords","/department/men/category/pants/brand/lee","department"
87,"",2,"af54cc94-881c-4246-a295-0ecd070968af","2024-05-18 06:36:00","87.16.163.133","Shenyang","Xinjiang Uygur Autonomous Region","835000","IE","Adwords","/product/22074","product"
88,"",1,"088ef6cd-35d1-42eb-8e56-700dfadba18d","2022-05-19 03:49:00","46.46.55.85","Fort Collins","Colorado","80525","Chrome","Email","/department/men/category/sleep&lounge/brand/dockers","department"
89,"",2,"088ef6cd-35d1-42eb-8e56-700dfadba18d","2022-05-19 03:53:00","46.46.55.85","Fort Collins","Colorado","80525","Chrome","Email","/product/27057","product"
90,"",3,"088ef6cd-35d1-42eb-8e56-700dfadba18d","2022-05-19 04:13:00","46.46.55.85","Fort Collins","Colorado","80525","Chrome","Email","/cart","cart"
91,"",1,"9fbf62f4-55fe-4f87-a612-82d827e2f88c","2025-09-09 08:17:00","160.205.17.174","Shan Tou","Jilin","130000","Safari","Adwords","/product/10798","product"
92,"",1,"36cba59c-0cfc-43d2-8e7b-87160b748663","2019-04-09 10:56:00","96.12.125.120","Hengyang","Guangdong","518115","Firefox","Adwords","/product/4443","product"
93,"",2,"36cba59c-0cfc-43d2-8e7b-87160b748663","2019-04-09 11:22:00","96.12.125.120","Hengyang","Guangdong","518115","Firefox","Adwords","/cart","cart"
94,"",3,"36cba59c-0cfc-43d2-8e7b-87160b748663","2019-04-09 11:51:00","96.12.125.120","Hengyang","Guangdong","518115","Firefox","Adwords","/cancel","cancel"
95,"",1,"8cfaccf5-edcc-4ab2-9bbf-356f0b586971","2022-01-19 17:21:00","38.204.233.196","Beijing","Beijing","100122","Chrome","Adwords","/department/women/category/dresses/brand/hotfromhollywood","department"
96,"",2,"8cfaccf5-edcc-4ab2-9bbf-356f0b586971","2022-01-19 17:49:00","38.204.233.196","Beijing","Beijing","100122","Chrome","Adwords","/product/3885","product"
97,"",3,"8cfaccf5-edcc-4ab2-9bbf-356f0b586971","2022-01-19 18:10:00","38.204.233.196","Beijing","Beijing","100122","Chrome","Adwords","/cart","cart"
98,"",1,"a957ba3f-93b0-49d1-8e58-7dbe7d279b7c","2023-11-04 12:47:00","82.168.105.242","Wuxi","Tianjin","300386","Chrome","Adwords","/product/21110","product"
99,"",2,"a957ba3f-93b0-49d1-8e58-7dbe7d279b7c","2023-11-04 13:14:00","82.168.105.242","Wuxi","Tianjin","300386","Chrome","Adwords","/cart","cart"
100,"",3,"a957ba3f-93b0-49d1-8e58-7dbe7d279b7c","2023-11-04 13:28:00","82.168.105.242","Wuxi","Tianjin","300386","Chrome","Adwords","/cancel","cancel"
101,"",1,"28512f1c-af83-4c80-9b0c-f1dc1a6515a0","2023-07-06 02:10:00","199.221.125.168","Vilecha","Castilla y León","24192","Firefox","Email","/product/7695","product"
102,"",2,"28512f1c-af83-4c80-9b0c-f1dc1a6515a0","2023-07-06 02:29:00","199.221.125.168","Vilecha","Castilla y León","24192","Firefox","Email","/cart","cart"
103,"",3,"28512f1c-af83-4c80-9b0c-f1dc1a6515a0","2023-07-06 02:50:00","199.221.125.168","Vilecha","Castilla y León","24192","Firefox","Email","/cancel","cancel"
104,"",1,"2012d4e4-aa2c-488f-8acd-4c6e15af209e","2025-03-09 14:39:00","82.85.251.70","Gilroy","California","95020","Chrome","Adwords","/product/3336","product"
105,"",2,"2012d4e4-aa2c-488f-8acd-4c6e15af209e","2025-03-09 14:41:00","82.85.251.70","Gilroy","California","95020","Chrome","Adwords","/cart","cart"
106,"",3,"2012d4e4-aa2c-488f-8acd-4c6e15af209e","2025-03-09 15:03:00","82.85.251.70","Gilroy","California","95020","Chrome","Adwords","/cancel","cancel"
107,"",1,"1169c6f6-fea0-4c0f-b156-94ca6d04ae00","2023-05-30 15:29:00","67.78.31.198","Bekkevoort","Flanders","3460","Chrome","Email","/department/women/category/intimates/brand/bali","department"
108,"",2,"1169c6f6-fea0-4c0f-b156-94ca6d04ae00","2023-05-30 15:42:00","67.78.31.198","Bekkevoort","Flanders","3460","Chrome","Email","/product/10342","product"
109,"",1,"a1c0070c-d408-4912-8de8-6c8fc8812b29","2023-04-14 14:33:00","31.189.164.218","Beijing","Guangdong","518128","Chrome","Email","/department/women/category/sweaters/brand/anneklein","department"
110,"",2,"a1c0070c-d408-4912-8de8-6c8fc8812b29","2023-04-14 14:44:00","31.189.164.218","Beijing","Guangdong","518128","Chrome","Email","/product/1452","product"
111,"",3,"a1c0070c-d408-4912-8de8-6c8fc8812b29","2023-04-14 15:10:00","31.189.164.218","Beijing","Guangdong","518128","Chrome","Email","/cart","cart"
112,"",1,"deb165b2-6ee7-4268-adda-daf7e0e74da0","2021-11-09 03:59:00","122.63.198.243","Bijie","Heilongjiang","150088","Chrome","YouTube","/department/women/category/active/brand/smartwool","department"
113,"",2,"deb165b2-6ee7-4268-adda-daf7e0e74da0","2021-11-09 04:01:00","122.63.198.243","Bijie","Heilongjiang","150088","Chrome","YouTube","/product/2430","product"
114,"",3,"deb165b2-6ee7-4268-adda-daf7e0e74da0","2021-11-09 04:29:00","122.63.198.243","Bijie","Heilongjiang","150088","Chrome","YouTube","/cart","cart"
115,"",1,"f18af1d2-1299-4dfa-985f-a6d65c1deeda","2022-11-28 06:59:00","49.180.94.66","Sainte-Foy-Saint-Sulpice","Auvergne-Rhône-Alpes","42110","Chrome","Adwords","/product/12020","product"
116,"",2,"f18af1d2-1299-4dfa-985f-a6d65c1deeda","2022-11-28 07:19:00","49.180.94.66","Sainte-Foy-Saint-Sulpice","Auvergne-Rhône-Alpes","42110","Chrome","Adwords","/cart","cart"
117,"",3,"f18af1d2-1299-4dfa-985f-a6d65c1deeda","2022-11-28 07:23:00","49.180.94.66","Sainte-Foy-Saint-Sulpice","Auvergne-Rhône-Alpes","42110","Chrome","Adwords","/cancel","cancel"
118,"",1,"65a58172-2dff-4882-8288-fc758b7a976a","2024-09-09 03:11:00","70.20.74.185","Greater Carrollwood","Florida","33618","Chrome","Adwords","/product/23533","product"
119,"",1,"41535007-7510-43ab-902c-8adbe1e399ed","2022-09-18 14:13:00","216.191.5.151","Alto Alegre do Pindaré","Maranhão","65398-000","Chrome","Email","/product/26461","product"
120,"",1,"729a344c-bf7d-4ad8-8b49-dd2c1f437727","2025-05-17 08:44:00","60.7.153.105","Guilin","Guizhou","553100","Safari","YouTube","/product/5519","product"
121,"",2,"729a344c-bf7d-4ad8-8b49-dd2c1f437727","2025-05-17 09:09:00","60.7.153.105","Guilin","Guizhou","553100","Safari","YouTube","/cart","cart"
122,"",3,"729a344c-bf7d-4ad8-8b49-dd2c1f437727","2025-05-17 09:22:00","60.7.153.105","Guilin","Guizhou","553100","Safari","YouTube","/cancel","cancel"
123,"",1,"6cd2dedc-01b8-4db3-a39c-118d0b0da451","2023-10-23 16:05:00","168.185.156.224","Louth","England","LN11","Safari","Adwords","/department/men/category/swim/brand/hurley","department"
124,"",2,"6cd2dedc-01b8-4db3-a39c-118d0b0da451","2023-10-23 16:10:00","168.185.156.224","Louth","England","LN11","Safari","Adwords","/product/27443","product"
125,"",3,"6cd2dedc-01b8-4db3-a39c-118d0b0da451","2023-10-23 16:26:00","168.185.156.224","Louth","England","LN11","Safari","Adwords","/cart","cart"
126,"",1,"6e36839a-2813-416f-bd82-8011fa014c94","2021-03-27 14:41:00","163.62.65.204","Barking","England","IG11","Chrome","Facebook","/department/men/category/outerwear&coats/brand/carhartt","department"
127,"",2,"6e36839a-2813-416f-bd82-8011fa014c94","2021-03-27 14:48:00","163.62.65.204","Barking","England","IG11","Chrome","Facebook","/product/24120","product"
128,"",3,"6e36839a-2813-416f-bd82-8011fa014c94","2021-03-27 14:56:00","163.62.65.204","Barking","England","IG11","Chrome","Facebook","/cart","cart"
129,"",1,"6570879c-1590-40fc-8816-801e1970ab03","2023-06-05 09:19:00","40.53.80.92","Sydney","New South Wales","2019","Firefox","Email","/department/men/category/tops&tees/brand/columbia","department"
130,"",2,"6570879c-1590-40fc-8816-801e1970ab03","2023-06-05 09:42:00","40.53.80.92","Sydney","New South Wales","2019","Firefox","Email","/product/16493","product"
131,"",3,"6570879c-1590-40fc-8816-801e1970ab03","2023-06-05 10:04:00","40.53.80.92","Sydney","New South Wales","2019","Firefox","Email","/cart","cart"
132,"",1,"19df8f31-cfc9-44da-8bd9-727bd7909e1c","2020-08-25 18:50:00","152.190.247.71","Shanghai","Henan","450122","Chrome","Email","/department/men/category/fashionhoodies&sweatshirts/brand/guinness","department"
133,"",2,"19df8f31-cfc9-44da-8bd9-727bd7909e1c","2020-08-25 19:10:00","152.190.247.71","Shanghai","Henan","450122","Chrome","Email","/product/17410","product"
134,"",3,"19df8f31-cfc9-44da-8bd9-727bd7909e1c","2020-08-25 19:31:00","152.190.247.71","Shanghai","Henan","450122","Chrome","Email","/cart","cart"
135,"",1,"f3cbf3b4-6d95-40c3-bd3a-a38170739698","2023-08-06 07:43:00","205.45.103.100","Dearborn Heights","Michigan","48127","Chrome","Adwords","/product/9877","product"
136,"",1,"d4ac9488-6120-4c63-8541-97adb28d1d8e","2022-04-14 17:25:00","204.152.28.136","Wooster","Ohio","44691","IE","Email","/product/19224","product"
137,"",1,"45695666-3fd0-4857-9d7e-3120a853d99a","2023-09-06 08:26:00","92.191.243.122","Aix-en-Provence","Provence-Alpes-Côte d'Azur","13100","Firefox","YouTube","/department/men/category/tops&tees/brand/billabong","department"
138,"",2,"45695666-3fd0-4857-9d7e-3120a853d99a","2023-09-06 08:30:00","92.191.243.122","Aix-en-Provence","Provence-Alpes-Côte d'Azur","13100","Firefox","YouTube","/product/16077","product"
139,"",3,"45695666-3fd0-4857-9d7e-3120a853d99a","2023-09-06 08:40:00","92.191.243.122","Aix-en-Provence","Provence-Alpes-Côte d'Azur","13100","Firefox","YouTube","/cart","cart"
140,"",1,"09d88666-d570-426b-92d9-7f6b03be680d","2022-05-15 17:37:00","176.54.114.206","Valinhos","São Paulo","13274-465","Chrome","Email","/product/17241","product"
141,"",2,"09d88666-d570-426b-92d9-7f6b03be680d","2022-05-15 17:43:00","176.54.114.206","Valinhos","São Paulo","13274-465","Chrome","Email","/cart","cart"
142,"",3,"09d88666-d570-426b-92d9-7f6b03be680d","2022-05-15 17:49:00","176.54.114.206","Valinhos","São Paulo","13274-465","Chrome","Email","/cancel","cancel"
143,"",1,"bb4296f6-dabe-4a0a-9344-1ba1a3f8f059","2022-09-26 10:58:00","213.174.173.42","Ceará-Mirim","Rio Grande do Norte","59570-000","Chrome","Email","/product/11532","product"
144,"",1,"580b1209-e124-495b-9bbe-257e9677f491","2023-08-17 10:38:00","19.66.83.181","Ebetsu City","Hokkaido","069-0832","Safari","Adwords","/department/men/category/fashionhoodies&sweatshirts/brand/comfortcolors","department"
145,"",2,"580b1209-e124-495b-9bbe-257e9677f491","2023-08-17 10:48:00","19.66.83.181","Ebetsu City","Hokkaido","069-0832","Safari","Adwords","/product/17990","product"
146,"",3,"580b1209-e124-495b-9bbe-257e9677f491","2023-08-17 10:51:00","19.66.83.181","Ebetsu City","Hokkaido","069-0832","Safari","Adwords","/cart","cart"
147,"",1,"efb3b4c8-1278-44a7-8238-990675f8e9aa","2024-10-13 09:07:00","135.142.161.145","Jinhua","Hebei","74199","Chrome","Email","/product/5115","product"
148,"",1,"3d3fba26-2152-46d0-8281-0190d29776c8","2021-03-24 13:39:00","94.185.11.52","Xiamen","Anhui","230061","Firefox","Adwords","/department/women/category/shorts/brand/ymi","department"
149,"",2,"3d3fba26-2152-46d0-8281-0190d29776c8","2021-03-24 13:57:00","94.185.11.52","Xiamen","Anhui","230061","Firefox","Adwords","/product/6793","product"
150,"",3,"3d3fba26-2152-46d0-8281-0190d29776c8","2021-03-24 14:14:00","94.185.11.52","Xiamen","Anhui","230061","Firefox","Adwords","/cart","cart"
151,"",1,"d4467763-ec81-4beb-ae2a-e01e317b8244","2020-03-23 11:03:00","154.63.237.211","Dalian","Hubei","435005","Chrome","Email","/department/men/category/pants/brand/wesc","department"
